Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-9213,Confirmation of receipt - complete,Resource11,2011-09-01 08:39:09.918,Variant 2,2,EMPTY,task-37064,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9213,T06 Determine necessity of stop advice - complete,Resource11,2011-09-01 08:40:46.025,Variant 2,2,Group 1,task-37779,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9213,T10 Determine necessity to stop indication - complete,Resource11,2011-09-01 08:41:50.295,Variant 2,2,Group 1,task-37780,complete,T10 Determine necessity to stop indication,Resource01,General,Group 8,Internet
case-9213,T02 Check confirmation of receipt - complete,Resource11,2011-09-01 08:42:44.916,Variant 2,2,Group 4,task-37778,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9213,T04 Determine confirmation of receipt - complete,Resource11,2011-09-01 08:43:26.015,Variant 2,2,Group 3,task-37784,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9213,T05 Print and send confirmation of receipt - complete,Resource11,2011-09-01 08:43:57.984,Variant 2,2,Group 2,task-37785,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9214,Confirmation of receipt - complete,admin2,2011-08-31 13:32:18.984,Variant 3,3,EMPTY,task-37068,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9218,Confirmation of receipt - complete,Resource01,2011-09-08 09:25:07.087,Variant 1,1,EMPTY,task-37072,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9218,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 09:25:30.231,Variant 1,1,Group 4,task-38273,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9218,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 09:25:47.157,Variant 1,1,Group 3,task-38275,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9218,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 09:26:05.953,Variant 1,1,Group 2,task-38276,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9218,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 09:26:22.061,Variant 1,1,Group 1,task-38274,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9218,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 09:26:40.271,Variant 1,1,Group 1,task-38277,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9226,Confirmation of receipt - complete,Resource06,2011-08-30 09:39:00.949,Variant 1,1,EMPTY,task-37106,complete,Confirmation of receipt,Resource06,General,Group 5,Desk
case-9226,T02 Check confirmation of receipt - complete,Resource06,2011-08-30 09:39:30.164,Variant 1,1,Group 4,task-37442,complete,T02 Check confirmation of receipt,Resource06,General,Group 5,Desk
case-9226,T04 Determine confirmation of receipt - complete,Resource06,2011-08-30 09:39:51.600,Variant 1,1,Group 3,task-37444,complete,T04 Determine confirmation of receipt,Resource06,General,Group 5,Desk
case-9226,T05 Print and send confirmation of receipt - complete,Resource06,2011-08-30 09:40:13.564,Variant 1,1,Group 2,task-37447,complete,T05 Print and send confirmation of receipt,Resource06,General,Group 5,Desk
case-9226,T06 Determine necessity of stop advice - complete,Resource06,2011-08-30 09:40:32.773,Variant 1,1,Group 1,task-37443,complete,T06 Determine necessity of stop advice,Resource06,General,Group 5,Desk
case-9226,T10 Determine necessity to stop indication - complete,Resource06,2011-08-30 09:41:15.423,Variant 1,1,Group 1,task-37448,complete,T10 Determine necessity to stop indication,Resource06,General,Group 5,Desk
case-9228,Confirmation of receipt - complete,Resource04,2011-08-29 10:10:18.965,Variant 1,1,EMPTY,task-37110,complete,Confirmation of receipt,Resource04,General,Group 5,Internet
case-9228,T02 Check confirmation of receipt - complete,Resource04,2011-08-29 10:10:42.442,Variant 1,1,Group 4,task-37300,complete,T02 Check confirmation of receipt,Resource04,General,Group 5,Internet
case-9228,T04 Determine confirmation of receipt - complete,Resource04,2011-08-29 10:11:01.504,Variant 1,1,Group 3,task-37302,complete,T04 Determine confirmation of receipt,Resource04,General,Group 5,Internet
case-9228,T05 Print and send confirmation of receipt - complete,Resource04,2011-08-29 10:11:24.853,Variant 1,1,Group 2,task-37303,complete,T05 Print and send confirmation of receipt,Resource04,General,Group 5,Internet
case-9228,T06 Determine necessity of stop advice - complete,Resource04,2011-08-29 10:11:41.777,Variant 1,1,Group 1,task-37301,complete,T06 Determine necessity of stop advice,Resource04,General,Group 5,Internet
case-9228,T10 Determine necessity to stop indication - complete,Resource04,2011-08-29 10:12:03.155,Variant 1,1,Group 1,task-37304,complete,T10 Determine necessity to stop indication,Resource04,General,Group 5,Internet
case-9232,Confirmation of receipt - complete,Resource09,2011-09-28 10:32:38.239,Variant 1,1,EMPTY,task-37145,complete,Confirmation of receipt,admin1,General,,Internet
case-9232,T02 Check confirmation of receipt - complete,Resource09,2011-09-28 10:33:13.324,Variant 1,1,Group 4,task-40699,complete,T02 Check confirmation of receipt,admin1,General,,Internet
case-9232,T04 Determine confirmation of receipt - complete,Resource09,2011-09-28 10:33:48.879,Variant 1,1,Group 3,task-40701,complete,T04 Determine confirmation of receipt,admin1,General,,Internet
case-9232,T05 Print and send confirmation of receipt - complete,Resource09,2011-09-28 10:34:08.740,Variant 1,1,Group 2,task-40702,complete,T05 Print and send confirmation of receipt,admin1,General,,Internet
case-9232,T06 Determine necessity of stop advice - complete,Resource09,2011-09-28 10:34:37.914,Variant 1,1,Group 1,task-40700,complete,T06 Determine necessity of stop advice,admin1,General,,Internet
case-9232,T10 Determine necessity to stop indication - complete,Resource09,2011-09-28 10:35:22.341,Variant 1,1,Group 1,task-40703,complete,T10 Determine necessity to stop indication,admin1,General,,Internet
case-9270,Confirmation of receipt - complete,Resource14,2011-11-14 10:16:51.933,Variant 1,1,EMPTY,task-37295,complete,Confirmation of receipt,Resource14,General,Group 5,Internet
case-9270,T02 Check confirmation of receipt - complete,Resource14,2011-11-14 10:17:17.530,Variant 1,1,Group 4,task-46444,complete,T02 Check confirmation of receipt,Resource14,General,Group 5,Internet
case-9270,T04 Determine confirmation of receipt - complete,Resource14,2011-11-14 10:17:39.932,Variant 1,1,Group 3,task-46446,complete,T04 Determine confirmation of receipt,Resource14,General,Group 5,Internet
case-9270,T05 Print and send confirmation of receipt - complete,Resource14,2011-11-14 10:18:18.595,Variant 1,1,Group 2,task-46447,complete,T05 Print and send confirmation of receipt,Resource14,General,Group 5,Internet
case-9270,T06 Determine necessity of stop advice - complete,Resource14,2011-11-14 10:18:44.261,Variant 1,1,Group 1,task-46445,complete,T06 Determine necessity of stop advice,Resource14,General,Group 5,Internet
case-9270,T10 Determine necessity to stop indication - complete,Resource14,2011-11-14 10:19:06.315,Variant 1,1,Group 1,task-46449,complete,T10 Determine necessity to stop indication,Resource14,General,Group 5,Internet
case-9271,Confirmation of receipt - complete,Resource09,2011-10-17 15:08:22.470,Variant 13,13,EMPTY,task-37299,complete,Confirmation of receipt,admin1,General,,Internet
case-9271,T02 Check confirmation of receipt - complete,Resource09,2011-10-17 15:08:56.575,Variant 13,13,Group 4,task-43484,complete,T02 Check confirmation of receipt,admin1,General,,Internet
case-9271,T06 Determine necessity of stop advice - complete,Resource09,2011-10-17 15:09:30.620,Variant 13,13,Group 1,task-43485,complete,T06 Determine necessity of stop advice,admin1,General,,Internet
case-9271,T04 Determine confirmation of receipt - complete,Resource09,2011-10-17 15:09:57.370,Variant 13,13,Group 3,task-43486,complete,T04 Determine confirmation of receipt,admin1,General,,Internet
case-9271,T10 Determine necessity to stop indication - complete,Resource09,2011-10-17 15:11:09.434,Variant 13,13,Group 1,task-43487,complete,T10 Determine necessity to stop indication,admin1,General,,Internet
case-9271,T05 Print and send confirmation of receipt - complete,Resource09,2011-10-17 15:19:10.864,Variant 13,13,Group 2,task-43488,complete,T05 Print and send confirmation of receipt,admin1,General,,Internet
case-9274,Confirmation of receipt - complete,Resource01,2011-09-08 09:54:59.225,Variant 4,4,EMPTY,task-37340,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9274,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 09:55:24.165,Variant 4,4,Group 4,task-38291,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9274,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 09:55:51.692,Variant 4,4,Group 1,task-38292,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9274,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 09:56:13.804,Variant 4,4,Group 1,task-38294,complete,T10 Determine necessity to stop indication,Resource01,General,Group 8,Internet
case-9274,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 09:57:03.412,Variant 4,4,Group 3,task-38293,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9274,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 09:57:22.546,Variant 4,4,Group 2,task-38296,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9277,Confirmation of receipt - complete,Resource05,2011-09-06 14:47:05.185,Variant 1,1,EMPTY,task-37371,complete,Confirmation of receipt,Resource05,General,Group 5,Internet
case-9277,T02 Check confirmation of receipt - complete,Resource05,2011-09-06 14:55:02.214,Variant 1,1,Group 4,task-38089,complete,T02 Check confirmation of receipt,Resource05,General,Group 5,Internet
case-9277,T04 Determine confirmation of receipt - complete,Resource05,2011-09-06 14:58:10.671,Variant 1,1,Group 3,task-38091,complete,T04 Determine confirmation of receipt,Resource05,General,Group 5,Internet
case-9277,T05 Print and send confirmation of receipt - complete,Resource05,2011-09-06 14:58:35.323,Variant 1,1,Group 2,task-38092,complete,T05 Print and send confirmation of receipt,Resource05,General,Group 5,Internet
case-9277,T06 Determine necessity of stop advice - complete,Resource05,2011-09-06 14:58:55.630,Variant 1,1,Group 1,task-38090,complete,T06 Determine necessity of stop advice,Resource05,General,Group 5,Internet
case-9277,T10 Determine necessity to stop indication - complete,Resource05,2011-09-06 14:59:18.711,Variant 1,1,Group 1,task-38093,complete,T10 Determine necessity to stop indication,Resource05,General,Group 5,Internet
case-9281,Confirmation of receipt - complete,Resource01,2011-09-08 13:10:38.550,Variant 10,10,EMPTY,task-37399,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9281,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 13:11:14.746,Variant 10,10,Group 4,task-38514,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9281,T04 Determine confirmation of receipt - complete,Resource19,2011-09-09 09:30:43.422,Variant 10,10,EMPTY,task-38517,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9281,T05 Print and send confirmation of receipt - complete,admin1,2011-09-09 14:20:45.907,Variant 10,10,Group 2,task-38565,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9281,T06 Determine necessity of stop advice - complete,admin2,2011-09-15 09:37:39.033,Variant 10,10,Group 1,task-38515,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9289,Confirmation of receipt - complete,Resource28,2011-08-31 14:16:45.403,Variant 108,108,EMPTY,task-37428,complete,Confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T02 Check confirmation of receipt - complete,Resource28,2011-08-31 14:18:49.848,Variant 108,108,Group 4,task-37713,complete,T02 Check confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T06 Determine necessity of stop advice - complete,Resource28,2011-08-31 14:24:54.608,Variant 108,108,Group 1,task-37714,complete,T06 Determine necessity of stop advice,Resource28,General,Group 11,Internet
case-9289,T08 Draft and send request for advice - complete,Resource28,2011-08-31 15:06:49.707,Variant 108,108,Group 1,task-37716,complete,T08 Draft and send request for advice,Resource28,General,Group 11,Internet
case-9289,T09-3 Process or receive external advice from party 3 - complete,Resource28,2011-08-31 15:10:26.204,Variant 108,108,Group 1,task-37730,complete,T09-3 Process or receive external advice from party 3,Resource28,General,Group 11,Internet
case-9289,T04 Determine confirmation of receipt - complete,Resource10,2011-08-31 15:19:13.128,Variant 108,108,Group 3,task-37715,complete,T04 Determine confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T03 Adjust confirmation of receipt - complete,Resource28,2011-09-01 09:17:53.293,Variant 108,108,Group 1,task-37733,complete,T03 Adjust confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T02 Check confirmation of receipt - complete,Resource28,2011-09-01 09:18:30.530,Variant 108,108,Group 4,task-37815,complete,T02 Check confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T04 Determine confirmation of receipt - complete,Resource28,2011-09-01 09:19:59.433,Variant 108,108,Group 3,task-37816,complete,T04 Determine confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T05 Print and send confirmation of receipt - complete,admin1,2011-09-05 12:47:38.003,Variant 108,108,Group 2,task-37819,complete,T05 Print and send confirmation of receipt,Resource28,General,Group 11,Internet
case-9289,T07-2 Draft intern advice aspect 2 - complete,Resource28,2011-09-06 13:47:00.452,Variant 108,108,Group 15,task-37717,complete,T07-2 Draft intern advice aspect 2,Resource28,General,Group 11,Internet
case-9289,T06 Determine necessity of stop advice - complete,Resource28,2011-09-06 13:47:37.892,Variant 108,108,Group 1,task-38084,complete,T06 Determine necessity of stop advice,Resource28,General,Group 11,Internet
case-9289,T08 Draft and send request for advice - complete,Resource28,2011-09-06 13:48:32.486,Variant 108,108,Group 1,task-38085,complete,T08 Draft and send request for advice,Resource28,General,Group 11,Internet
case-9289,T09-3 Process or receive external advice from party 3 - complete,Resource28,2011-09-06 13:49:06.451,Variant 108,108,Group 1,task-38087,complete,T09-3 Process or receive external advice from party 3,Resource28,General,Group 11,Internet
case-9289,T07-2 Draft intern advice aspect 2 - complete,Resource28,2011-09-06 15:32:21.434,Variant 108,108,Group 15,task-38086,complete,T07-2 Draft intern advice aspect 2,Resource28,General,Group 11,Internet
case-9289,T06 Determine necessity of stop advice - complete,Resource28,2011-09-06 15:32:50.799,Variant 108,108,Group 1,task-38113,complete,T06 Determine necessity of stop advice,Resource28,General,Group 11,Internet
case-9289,T07-2 Draft intern advice aspect 2 - complete,Resource28,2011-09-06 15:34:32.598,Variant 108,108,Group 15,task-38115,complete,T07-2 Draft intern advice aspect 2,Resource28,General,Group 11,Internet
case-9289,T08 Draft and send request for advice - complete,Resource28,2011-09-06 15:35:00.732,Variant 108,108,Group 1,task-38114,complete,T08 Draft and send request for advice,Resource28,General,Group 11,Internet
case-9289,T09-3 Process or receive external advice from party 3 - complete,Resource28,2011-09-06 15:35:27.742,Variant 108,108,Group 1,task-38116,complete,T09-3 Process or receive external advice from party 3,Resource28,General,Group 11,Internet
case-9289,T06 Determine necessity of stop advice - complete,Resource28,2011-09-06 15:35:57.624,Variant 108,108,Group 1,task-38117,complete,T06 Determine necessity of stop advice,Resource28,General,Group 11,Internet
case-9289,T08 Draft and send request for advice - complete,Resource28,2011-09-06 15:36:57.508,Variant 108,108,Group 1,task-38118,complete,T08 Draft and send request for advice,Resource28,General,Group 11,Internet
case-9289,T09-3 Process or receive external advice from party 3 - complete,Resource28,2011-09-06 15:37:21.293,Variant 108,108,Group 1,task-38120,complete,T09-3 Process or receive external advice from party 3,Resource28,General,Group 11,Internet
case-9289,T07-2 Draft intern advice aspect 2 - complete,Resource28,2011-09-06 15:37:40.982,Variant 108,108,Group 15,task-38119,complete,T07-2 Draft intern advice aspect 2,Resource28,General,Group 11,Internet
case-9289,T06 Determine necessity of stop advice - complete,Resource28,2011-09-06 15:38:06.003,Variant 108,108,Group 1,task-38121,complete,T06 Determine necessity of stop advice,Resource28,General,Group 11,Internet
case-9289,T10 Determine necessity to stop indication - complete,Resource28,2011-09-06 15:41:24.377,Variant 108,108,Group 1,task-38122,complete,T10 Determine necessity to stop indication,Resource28,General,Group 11,Internet
case-9290,Confirmation of receipt - complete,Resource14,2011-11-17 09:00:49.548,Variant 1,1,EMPTY,task-37462,complete,Confirmation of receipt,Resource14,General,Group 5,Internet
case-9290,T02 Check confirmation of receipt - complete,Resource14,2011-11-17 09:05:55.615,Variant 1,1,Group 4,task-46940,complete,T02 Check confirmation of receipt,Resource14,General,Group 5,Internet
case-9290,T04 Determine confirmation of receipt - complete,Resource14,2011-11-17 09:06:15.256,Variant 1,1,Group 3,task-46942,complete,T04 Determine confirmation of receipt,Resource14,General,Group 5,Internet
case-9290,T05 Print and send confirmation of receipt - complete,Resource14,2011-11-17 09:06:34.207,Variant 1,1,Group 2,task-46943,complete,T05 Print and send confirmation of receipt,Resource14,General,Group 5,Internet
case-9290,T06 Determine necessity of stop advice - complete,Resource14,2011-11-17 09:06:52.343,Variant 1,1,Group 1,task-46941,complete,T06 Determine necessity of stop advice,Resource14,General,Group 5,Internet
case-9290,T10 Determine necessity to stop indication - complete,Resource14,2011-11-17 09:07:20.758,Variant 1,1,Group 1,task-46944,complete,T10 Determine necessity to stop indication,Resource14,General,Group 5,Internet
case-9292,Confirmation of receipt - complete,Resource01,2011-09-30 13:40:01.094,Variant 1,1,EMPTY,task-37475,complete,Confirmation of receipt,Resource01,General,Group 8,Internet
case-9292,T02 Check confirmation of receipt - complete,Resource01,2011-09-30 13:41:56.250,Variant 1,1,Group 4,task-41027,complete,T02 Check confirmation of receipt,Resource01,General,Group 8,Internet
case-9292,T04 Determine confirmation of receipt - complete,Resource01,2011-09-30 13:42:15.520,Variant 1,1,Group 3,task-41029,complete,T04 Determine confirmation of receipt,Resource01,General,Group 8,Internet
case-9292,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-30 13:44:46.846,Variant 1,1,Group 2,task-41030,complete,T05 Print and send confirmation of receipt,Resource01,General,Group 8,Internet
case-9292,T06 Determine necessity of stop advice - complete,Resource01,2011-09-30 13:45:34.479,Variant 1,1,Group 1,task-41028,complete,T06 Determine necessity of stop advice,Resource01,General,Group 8,Internet
case-9292,T10 Determine necessity to stop indication - complete,Resource01,2011-09-30 13:46:09.118,Variant 1,1,Group 1,task-41031,complete,T10 Determine necessity to stop indication,Resource01,General,Group 8,Internet
case-9294,Confirmation of receipt - complete,Resource13,2011-09-16 11:22:01.912,Variant 11,11,EMPTY,task-37481,complete,Confirmation of receipt,Resource13,General,Group 5,Internet
case-9294,T02 Check confirmation of receipt - complete,Resource13,2011-09-16 11:23:27.590,Variant 11,11,EMPTY,task-39220,complete,T02 Check confirmation of receipt,Resource13,General,Group 5,Internet
case-9294,T04 Determine confirmation of receipt - complete,Resource13,2011-09-16 11:28:07.415,Variant 11,11,EMPTY,task-39226,complete,T04 Determine confirmation of receipt,Resource13,General,Group 5,Internet
case-9294,T06 Determine necessity of stop advice - complete,Resource13,2011-09-16 11:30:04.519,Variant 11,11,Group 1,task-39222,complete,T06 Determine necessity of stop advice,Resource13,General,Group 5,Internet
case-9294,T05 Print and send confirmation of receipt - complete,Resource13,2011-09-16 11:33:57.383,Variant 11,11,EMPTY,task-39234,complete,T05 Print and send confirmation of receipt,Resource13,General,Group 5,Internet
case-9294,T10 Determine necessity to stop indication - complete,Resource13,2011-09-16 11:35:59.052,Variant 11,11,Group 1,task-39236,complete,T10 Determine necessity to stop indication,Resource13,General,Group 5,Internet
case-9295,Confirmation of receipt - complete,Resource05,2011-09-15 11:24:40.993,Variant 1,1,EMPTY,task-37503,complete,Confirmation of receipt,Resource05,General,Group 5,Internet
case-9295,T02 Check confirmation of receipt - complete,Resource05,2011-09-15 11:25:06.002,Variant 1,1,Group 4,task-39028,complete,T02 Check confirmation of receipt,Resource05,General,Group 5,Internet
case-9295,T04 Determine confirmation of receipt - complete,Resource05,2011-09-15 11:25:25.938,Variant 1,1,Group 3,task-39030,complete,T04 Determine confirmation of receipt,Resource05,General,Group 5,Internet
case-9295,T05 Print and send confirmation of receipt - complete,Resource05,2011-09-15 11:29:28.871,Variant 1,1,Group 2,task-39031,complete,T05 Print and send confirmation of receipt,Resource05,General,Group 5,Internet
case-9295,T06 Determine necessity of stop advice - complete,Resource05,2011-09-15 11:31:19.790,Variant 1,1,Group 1,task-39029,complete,T06 Determine necessity of stop advice,Resource05,General,Group 5,Internet
case-9295,T10 Determine necessity to stop indication - complete,Resource05,2011-09-15 11:31:45.538,Variant 1,1,Group 1,task-39033,complete,T10 Determine necessity to stop indication,Resource05,General,Group 5,Internet
case-9331,Confirmation of receipt - complete,Resource23,2011-09-01 13:56:19.252,Variant 1,1,EMPTY,task-37856,complete,Confirmation of receipt,Resource23,General,Group 5,Internet
case-9331,T02 Check confirmation of receipt - complete,Resource23,2011-09-01 13:57:02.601,Variant 1,1,EMPTY,task-37878,complete,T02 Check confirmation of receipt,Resource23,General,Group 5,Internet
case-9331,T04 Determine confirmation of receipt - complete,Resource23,2011-09-01 13:57:52.262,Variant 1,1,EMPTY,task-37880,complete,T04 Determine confirmation of receipt,Resource23,General,Group 5,Internet
case-9331,T05 Print and send confirmation of receipt - complete,Resource23,2011-09-01 13:58:33.616,Variant 1,1,EMPTY,task-37881,complete,T05 Print and send confirmation of receipt,Resource23,General,Group 5,Internet
case-9331,T06 Determine necessity of stop advice - complete,Resource23,2011-09-01 13:59:02.412,Variant 1,1,Group 1,task-37879,complete,T06 Determine necessity of stop advice,Resource23,General,Group 5,Internet
case-9331,T10 Determine necessity to stop indication - complete,Resource23,2011-09-01 13:59:38.075,Variant 1,1,Group 1,task-37882,complete,T10 Determine necessity to stop indication,Resource23,General,Group 5,Internet
case-9336,Confirmation of receipt - complete,Resource01,2011-09-08 11:03:09.173,Variant 1,1,EMPTY,task-37905,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9336,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 11:03:32.193,Variant 1,1,Group 4,task-38358,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9336,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 11:03:47.373,Variant 1,1,Group 3,task-38360,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9336,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 11:04:04.545,Variant 1,1,Group 2,task-38361,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9336,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 11:04:22.543,Variant 1,1,Group 1,task-38359,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9336,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 11:04:48.877,Variant 1,1,Group 1,task-38362,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9337,Confirmation of receipt - complete,Resource01,2011-09-08 11:13:05.487,Variant 1,1,EMPTY,task-37906,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9337,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 11:13:24.946,Variant 1,1,Group 4,task-38378,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9337,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 11:13:42.580,Variant 1,1,Group 3,task-38380,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9337,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 11:14:00.562,Variant 1,1,Group 2,task-38381,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9337,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 11:14:16.452,Variant 1,1,Group 1,task-38379,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9337,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 11:14:40.451,Variant 1,1,Group 1,task-38382,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9366,Confirmation of receipt - complete,Resource05,2011-09-15 18:47:36.235,Variant 1,1,EMPTY,task-37975,complete,Confirmation of receipt,Resource05,General,Group 5,Internet
case-9366,T02 Check confirmation of receipt - complete,Resource05,2011-09-15 18:47:58.746,Variant 1,1,Group 4,task-39162,complete,T02 Check confirmation of receipt,Resource05,General,Group 5,Internet
case-9366,T04 Determine confirmation of receipt - complete,Resource05,2011-09-15 18:48:47.297,Variant 1,1,Group 3,task-39164,complete,T04 Determine confirmation of receipt,Resource05,General,Group 5,Internet
case-9366,T05 Print and send confirmation of receipt - complete,Resource05,2011-09-15 18:51:24.071,Variant 1,1,Group 2,task-39165,complete,T05 Print and send confirmation of receipt,Resource05,General,Group 5,Internet
case-9366,T06 Determine necessity of stop advice - complete,Resource05,2011-09-15 18:51:45.644,Variant 1,1,Group 1,task-39163,complete,T06 Determine necessity of stop advice,Resource05,General,Group 5,Internet
case-9366,T10 Determine necessity to stop indication - complete,Resource05,2011-09-15 18:52:11.727,Variant 1,1,Group 1,task-39166,complete,T10 Determine necessity to stop indication,Resource05,General,Group 5,Internet
case-9368,Confirmation of receipt - complete,Resource01,2011-09-08 10:45:41.620,Variant 1,1,EMPTY,task-37994,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9368,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 10:46:09.971,Variant 1,1,Group 4,task-38328,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9368,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 10:46:45.565,Variant 1,1,Group 3,task-38330,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9368,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 10:47:04.683,Variant 1,1,Group 2,task-38331,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9368,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 10:47:22.708,Variant 1,1,Group 1,task-38329,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9368,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 10:47:43.503,Variant 1,1,Group 1,task-38332,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9370,Confirmation of receipt - complete,Resource01,2011-09-08 11:21:58.956,Variant 1,1,EMPTY,task-38012,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9370,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 11:22:18.607,Variant 1,1,Group 4,task-38401,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9370,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 11:22:36.500,Variant 1,1,Group 3,task-38403,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9370,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 11:22:56.185,Variant 1,1,Group 2,task-38404,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-9370,T06 Determine necessity of stop advice - complete,Resource01,2011-09-08 11:23:14.747,Variant 1,1,Group 1,task-38402,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-9370,T10 Determine necessity to stop indication - complete,Resource01,2011-09-08 11:23:41.594,Variant 1,1,Group 1,task-38406,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-9373,Confirmation of receipt - complete,Resource01,2011-09-08 11:31:49.409,Variant 1,1,EMPTY,task-38022,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-9373,T02 Check confirmation of receipt - complete,Resource01,2011-09-08 11:32:07.761,Variant 1,1,Group 4,task-38420,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-9373,T04 Determine confirmation of receipt - complete,Resource01,2011-09-08 11:32:25.830,Variant 1,1,Group 3,task-38422,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-9373,T05 Print and send confirmation of receipt - complete,Resource01,2011-09-08 11:32:46.834,Variant 1,1,Group 2,task-38423,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
